"COD","CODMUN7","Estado","ano","Nome","CV_SCR1 (1 ano)","CV_SCR2 (15 meses)"
"130190","1301902","Amazonas","2018","Itacoatiara","34999","7527"
"130195","1301951","Amazonas","2018","Itamarati","1875","5083"
"130200","1302009","Amazonas","2018","Itapiranga","3125","11656"
"130210","1302108","Amazonas","2018","Japurá","2602","6667"
"130220","1302207","Amazonas","2018","Juruá","4485","6653"
"130230","1302306","Amazonas","2018","Jutaí","6621","6096"
"130240","1302405","Amazonas","2018","Lábrea","15525","8112"
"130250","1302504","Amazonas","2018","Manacapuru","34354","6707"
"130255","1302553","Amazonas","2018","Manaquiri","8195","6993"
"130260","1302603","Amazonas","2018","Manaus","849048","7574"
"130270","1302702","Amazonas","2018","Manicoré","18604","4143"
"130280","1302801","Amazonas","2018","Maraã","5411","8220"
"130290","1302900","Amazonas","2018","Maués","19813","5658"
"130300","1303007","Amazonas","2018","Nhamundá","6195","9091"
"130310","1303106","Amazonas","2018","Nova Olinda do Norte","13246","7457"
"130320","1303205","Amazonas","2018","Novo Airão","5480","7409"
"130330","1303304","Amazonas","2018","Novo Aripuanã","8813","4353"
"130340","1303403","Amazonas","2018","Parintins","38916","8531"
"130350","1303502","Amazonas","2018","Pauini","6761","4899"
"130353","1303536","Amazonas","2018","Presidente Figueiredo","12112","9479"
"130356","1303569","Amazonas","2018","Rio Preto da Eva","11662","7333"
"130360","1303601","Amazonas","2018","Santa Isabel do Rio Negro","4951","9834"
"130370","1303700","Amazonas","2018","Santo Antônio do Içá","7070","9354"
"130380","1303809","Amazonas","2018","São Gabriel da Cachoeira","11031","9343"
"130390","1303908","Amazonas","2018","São Paulo de Olivença","12579","7768"
"130395","1303957","Amazonas","2018","São Sebastião do Uatumã","4428","6683"
"130400","1304005","Amazonas","2018","Silves","3118","9262"
"130406","1304062","Amazonas","2018","Tabatinga","19215","9314"
"130410","1304104","Amazonas","2018","Tapauá","8189","8244"
"130420","1304203","Amazonas","2018","Tefé","22249","10104"
"130423","1304237","Amazonas","2018","Tonantins","5678","6984"
"130426","1304260","Amazonas","2018","Uarini","5018","2691"
"130430","1304302","Amazonas","2018","Urucará","6186","10487"
"130440","1304401","Amazonas","2018","Urucurituba","6999","9903"
"140002","1400027","Roraima","2018","Amajari","1904","6000"
"140005","1400050","Roraima","2018","Alto Alegre","5927","7185"
"140010","1400100","Roraima","2018","Boa Vista","136734","8370"
"140015","1400159","Roraima","2018","Bonfim","4041","15836"
"140017","1400175","Roraima","2018","Cantá","4553","3516"
"140020","1400209","Roraima","2018","Caracaraí","7021","8586"
"140023","1400233","Roraima","2018","Caroebe","3522","19611"
"140028","1400282","Roraima","2018","Iracema","3478","9803"
"140030","1400308","Roraima","2018","Mucajaí","5205","8257"
"140040","1400407","Roraima","2018","Normandia","2867","8543"
"140045","1400456","Roraima","2018","Pacaraima","3649","10466"
"140047","1400472","Roraima","2018","Rorainópolis","10385","7061"
"140050","1400506","Roraima","2018","São João da Baliza","3150","3471"
"140060","1400605","Roraima","2018","São Luiz","2222","9048"
"140070","1400704","Roraima","2018","Uiramutã","2867","10401"
"150010","1500107","Pará","2018","Abaetetuba","58218","5401"
"150013","1500131","Pará","2018","Abel Figueiredo","2785","9420"
"150020","1500206","Pará","2018","Acará","22814","5287"
"150030","1500305","Pará","2018","Afuá","11375","3057"
"150034","1500347","Pará","2018","Água Azul do Norte","9637","1651"
"150040","1500404","Pará","2018","Alenquer","19728","6307"
"150050","1500503","Pará","2018","Almeirim","14292","8634"
"150060","1500602","Pará","2018","Altamira","45449","7035"
"150070","1500701","Pará","2018","Anajás","8180","5599"
"150080","1500800","Pará","2018","Ananindeua","225873","4133"
"150085","1500859","Pará","2018","Anapu","9605","7159"
"150090","1500909","Pará","2018","Augusto Corrêa","12948","5658"
"150095","1500958","Pará","2018","Aurora do Pará","7752","7179"
"150100","1501006","Pará","2018","Aveiro","5958","8854"
"150110","1501105","Pará","2018","Bagre","8639","4226"
"150120","1501204","Pará","2018","Baião","15151","7520"
"150125","1501253","Pará","2018","Bannach","1436","10408"
"150130","1501303","Pará","2018","Barcarena","42954","6534"
"150140","1501402","Pará","2018","Belém","667049","5803"
"150145","1501451","Pará","2018","Belterra","5772","7331"
"150150","1501501","Pará","2018","Benevides","22785","5496"
"150157","1501576","Pará","2018","Bom Jesus do Tocantins","6513","10545"
"150160","1501600","Pará","2018","Bonito","5702","5754"
"150170","1501709","Pará","2018","Bragança","44368","5017"
"150172","1501725","Pará","2018","Brasil Novo","6473","7970"
"150175","1501758","Pará","2018","Brejo Grande do Araguaia","2860","10652"
"150178","1501782","Pará","2018","Breu Branco","19033","4713"
"150180","1501808","Pará","2018","Breves","33214","2187"
"150190","1501907","Pará","2018","Bujaru","9781","8672"
"150195","1501956","Pará","2018","Cachoeira do Piriá","8339","2987"
"150200","1502004","Pará","2018","Cachoeira do Arari","7299","9514"
"150210","1502103","Pará","2018","Cametá","49640","7031"
"150215","1502152","Pará","2018","Canaã dos Carajás","12370","6546"
"150220","1502202","Pará","2018","Capanema","27622","6545"
"150230","1502301","Pará","2018","Capitão Poço","22465","6658"
"150240","1502400","Pará","2018","Castanhal","75319","7113"
"150250","1502509","Pará","2018","Chaves","7260","4865"
"150260","1502608","Pará","2018","Colares","4085","7840"
"150270","1502707","Pará","2018","Conceição do Araguaia","19708","5072"
"150275","1502756","Pará","2018","Concórdia do Pará","11278","8720"
"150276","1502764","Pará","2018","Cumaru do Norte","4874","2454"
"150277","1502772","Pará","2018","Curionópolis","6477","8246"
"150280","1502806","Pará","2018","Curralinho","10044","4834"
"150285","1502855","Pará","2018","Curuá","4533","13069"
"150290","1502905","Pará","2018","Curuçá","11312","7190"
"150293","1502939","Pará","2018","Dom Eliseu","22724","7423"
"150295","1502954","Pará","2018","Eldorado do Carajás","12463","4877"
"150300","1503002","Pará","2018","Faro","2623","7651"
"150304","1503044","Pará","2018","Floresta do Araguaia","7050","6766"
"150307","1503077","Pará","2018","Garrafão do Norte","10793","7279"
"150309","1503093","Pará","2018","Goianésia do Pará","11658","4007"
"150310","1503101","Pará","2018","Gurupá","10269","6537"
"150320","1503200","Pará","2018","Igarapé-Açu","14463","8036"
"150330","1503309","Pará","2018","Igarapé-Miri","23409","4835"
"150340","1503408","Pará","2018","Inhangapi","3664","2632"
"150345","1503457","Pará","2018","Ipixuna do Pará","15099","5601"
"150350","1503507","Pará","2018","Irituia","13993","8261"
"150360","1503606","Pará","2018","Itaituba","40901","5062"
"150370","1503705","Pará","2018","Itupiranga","18110","3808"
"150375","1503754","Pará","2018","Jacareacanga","5160","3667"
"150380","1503804","Pará","2018","Jacundá","21893","7466"
"150390","1503903","Pará","2018","Juruti","17404","8198"
"150400","1504000","Pará","2018","Limoeiro do Ajuru","10414","7778"
"150405","1504059","Pará","2018","Mãe do Rio","10897","8248"
"150410","1504109","Pará","2018","Magalhães Barata","2574","12135"
"150420","1504208","Pará","2018","Marabá","103679","5859"
"150430","1504307","Pará","2018","Maracanã","10183","5843"
"150440","1504406","Pará","2018","Marapanim","10720","3789"
"150442","1504422","Pará","2018","Marituba","47172","6020"
"150445","1504455","Pará","2018","Medicilândia","11711","8870"
"150450","1504505","Pará","2018","Melgaço","8225","2663"
"150460","1504604","Pará","2018","Mocajuba","11706","5979"
"150470","1504703","Pará","2018","Moju","27599","3990"
"150480","1504802","Pará","2018","Monte Alegre","21464","9518"
"150490","1504901","Pará","2018","Muaná","12637","5714"
"150495","1504950","Pará","2018","Nova Esperança do Piriá","7000","9026"
"150497","1504976","Pará","2018","Nova Ipixuna","6136","7418"
"150500","1505007","Pará","2018","Nova Timboteua","5507","9557"
"150503","1505031","Pará","2018","Novo Progresso","13255","7705"
"150506","1505064","Pará","2018","Novo Repartimento","23473","6345"
"150510","1505106","Pará","2018","Óbidos","19694","7110"
"150520","1505205","Pará","2018","Oeiras do Pará","10728","6074"
"150530","1505304","Pará","2018","Oriximiná","24460","6839"
"150540","1505403","Pará","2018","Ourém","5730","8261"
"150543","1505437","Pará","2018","Ourilândia do Norte","11629","6474"
"150548","1505486","Pará","2018","Pacajá","14027","5745"
"150549","1505494","Pará","2018","Palestina do Pará","2658","8542"
"150550","1505502","Pará","2018","Paragominas","42618","6861"
"150553","1505536","Pará","2018","Parauapebas","71783","5019"
"150555","1505551","Pará","2018","Pau D'Arco","2147","5351"
"150560","1505601","Pará","2018","Peixe-Boi","2740","7027"
"150563","1505635","Pará","2018","Piçarra","4944","8136"
"150565","1505650","Pará","2018","Placas","9690","6228"
"150570","1505700","Pará","2018","Ponta de Pedras","9377","4357"
"150580","1505809","Pará","2018","Portel","17311","2231"
"150590","1505908","Pará","2018","Porto de Moz","13251","5405"
"150600","1506005","Pará","2018","Prainha","10517","5619"
"150610","1506104","Pará","2018","Primavera","4390","9461"
"150611","1506112","Pará","2018","Quatipuru","4864","5210"
"150613","1506138","Pará","2018","Redenção","35573","4384"
"150616","1506161","Pará","2018","Rio Maria","8197","6245"
"150618","1506187","Pará","2018","Rondon do Pará","19735","6256"
"150619","1506195","Pará","2018","Rurópolis","15223","9378"
"150620","1506203","Pará","2018","Salinópolis","17534","8203"
"150630","1506302","Pará","2018","Salvaterra","7591","6935"
"150635","1506351","Pará","2018","Santa Bárbara do Pará","6612","5484"
"150640","1506401","Pará","2018","Santa Cruz do Arari","2759","5747"
"150650","1506500","Pará","2018","Santa Izabel do Pará","24901","7254"
"150655","1506559","Pará","2018","Santa Luzia do Pará","6384","6140"
"150658","1506583","Pará","2018","Santa Maria das Barreiras","6027","5468"
"150660","1506609","Pará","2018","Santa Maria do Pará","9961","5379"
"150670","1506708","Pará","2018","Santana do Araguaia","25195","5107"
"150680","1506807","Pará","2018","Santarém","126139","4799"
"150690","1506906","Pará","2018","Santarém Novo","1766","6571"
"150700","1507003","Pará","2018","Santo Antônio do Tauá","11117","7996"
"150710","1507102","Pará","2018","São Caetano de Odivelas","6656","10284"
"150715","1507151","Pará","2018","São Domingos do Araguaia","9534","6283"
"150720","1507201","Pará","2018","São Domingos do Capim","11951","7881"
"150730","1507300","Pará","2018","São Félix do Xingu","35707","5777"
"150740","1507409","Pará","2018","São Francisco do Pará","5620","8308"
"150745","1507458","Pará","2018","São Geraldo do Araguaia","10527","3849"
"150746","1507466","Pará","2018","São João da Ponta","2101","6437"
"150747","1507474","Pará","2018","São João de Pirabas","6957","3934"
"150750","1507508","Pará","2018","São João do Araguaia","4687","5385"
"150760","1507607","Pará","2018","São Miguel do Guamá","21324","7392"
"150770","1507706","Pará","2018","São Sebastião da Boa Vista","7928","10410"
"150775","1507755","Pará","2018","Sapucaia","2369","8404"
"150780","1507805","Pará","2018","Senador José Porfírio","5122","6143"
"150790","1507904","Pará","2018","Soure","8750","3505"
"150795","1507953","Pará","2018","Tailândia","28805","7135"
"150796","1507961","Pará","2018","Terra Alta","3699","5347"
"150797","1507979","Pará","2018","Terra Santa","6749","7429"
"150800","1508001","Pará","2018","Tomé-Açu","23793","7512"
"150803","1508035","Pará","2018","Tracuateua","11088","4791"
"150805","1508050","Pará","2018","Trairão","7140","11564"
"150808","1508084","Pará","2018","Tucumã","17972","6802"
"150810","1508100","Pará","2018","Tucuruí","41737","6718"
"150812","1508126","Pará","2018","Ulianópolis","15589","5906"
"150815","1508159","Pará","2018","Uruará","18923","6626"
"150820","1508209","Pará","2018","Vigia","19390","7905"
"150830","1508308","Pará","2018","Viseu","16048","3529"
"150835","1508357","Pará","2018","Vitória do Xingu","5695","5788"
"150840","1508407","Pará","2018","Xinguara","18477","8380"
"160005","1600055","Amapá","2018","Serra do Navio","1767","10862"
"160010","1600105","Amapá","2018","Amapá","3225","7305"
"160015","1600154","Amapá","2018","Pedra Branca do Amapari","4957","6241"
"160020","1600204","Amapá","2018","Calçoene","3873","7321"
"160021","1600212","Amapá","2018","Cutias","1705","9902"
"160023","1600238","Amapá","2018","Ferreira Gomes","2472","6380"
"160025","1600253","Amapá","2018","Itaubal","1540","3500"
"160027","1600279","Amapá","2018","Laranjal do Jari","16530","5540"
"160030","1600303","Amapá","2018","Macapá","185996","6728"
"160040","1600402","Amapá","2018","Mazagão","6201","3781"
"160050","1600501","Amapá","2018","Oiapoque","9060","6648"
"160053","1600535","Amapá","2018","Porto Grande","7243","6624"
"160055","1600550","Amapá","2018","Pracuúba","1271","6410"
"160060","1600600","Amapá","2018","Santana","42493","7580"
"160070","1600709","Amapá","2018","Tartarugalzinho","4401","7584"
"160080","1600808","Amapá","2018","Vitória do Jari","4373","6667"
"170025","1700251","Tocantins","2018","Abreulândia","1153","9615"
"170030","1700301","Tocantins","2018","Aguiarnópolis","2122","8684"
"170035","1700350","Tocantins","2018","Aliança do Tocantins","2362","8817"
"170040","1700400","Tocantins","2018","Almas","3106","6772"
"170070","1700707","Tocantins","2018","Alvorada","4197","11743"
"170100","1701002","Tocantins","2018","Ananás","3934","10675"
"170105","1701051","Tocantins","2018","Angico","1247","7674"
"170110","1701101","Tocantins","2018","Aparecida do Rio Negro","1656","8228"
"170130","1701309","Tocantins","2018","Aragominas","2837","10882"
"170190","1701903","Tocantins","2018","Araguacema","2790","6036"
"170200","1702000","Tocantins","2018","Araguaçu","3994","12043"
"170210","1702109","Tocantins","2018","Araguaína","74333","7904"
"170215","1702158","Tocantins","2018","Araguanã","2251","7629"
"170220","1702208","Tocantins","2018","Araguatins","11763","6726"
"170230","1702307","Tocantins","2018","Arapoema","2991","8627"
"170240","1702406","Tocantins","2018","Arraias","4288","7456"
"170255","1702554","Tocantins","2018","Augustinópolis","6788","7582"
"170270","1702703","Tocantins","2018","Aurora do Tocantins","1434","10488"
"170290","1702901","Tocantins","2018","Axixá do Tocantins","3594","9869"
"170300","1703008","Tocantins","2018","Babaçulândia","4146","5234"
"170305","1703057","Tocantins","2018","Bandeirantes do Tocantins","898","10217"
"170307","1703073","Tocantins","2018","Barra do Ouro","1546","5269"
"170310","1703107","Tocantins","2018","Barrolândia","2148","13333"
"170320","1703206","Tocantins","2018","Bernardo Sayão","1903","12881"
"170330","1703305","Tocantins","2018","Bom Jesus do Tocantins","1758","7308"
"170360","1703602","Tocantins","2018","Brasilândia do Tocantins","819","12273"
"170370","1703701","Tocantins","2018","Brejinho de Nazaré","2141","7692"
"170380","1703800","Tocantins","2018","Buriti do Tocantins","3397","10274"
"170382","1703826","Tocantins","2018","Cachoeirinha","822","9310"
"170384","1703842","Tocantins","2018","Campos Lindos","2899","7986"
"170386","1703867","Tocantins","2018","Cariri do Tocantins","1667","13077"
"170388","1703883","Tocantins","2018","Carmolândia","941","8667"
"170389","1703891","Tocantins","2018","Carrasco Bonito","1374","7067"
"170390","1703909","Tocantins","2018","Caseara","1929","7500"
"170410","1704105","Tocantins","2018","Centenário","777","11600"
"170460","1704600","Tocantins","2018","Chapada de Areia","631","6500"
"170510","1705102","Tocantins","2018","Chapada da Natividade","1046","9730"
"170550","1705508","Tocantins","2018","Colinas do Tocantins","14580","8418"
"170555","1705557","Tocantins","2018","Combinado","2160","8841"
"170560","1705607","Tocantins","2018","Conceição do Tocantins","1662","11429"
"170600","1706001","Tocantins","2018","Couto Magalhães","2031","7250"
"170610","1706100","Tocantins","2018","Cristalândia","2967","9216"
"170625","1706258","Tocantins","2018","Crixás do Tocantins","625","5000"
"170650","1706506","Tocantins","2018","Darcinópolis","2112","3000"
"170700","1707009","Tocantins","2018","Dianópolis","8850","7134"
"170710","1707108","Tocantins","2018","Divinópolis do Tocantins","2745","8333"
"170720","1707207","Tocantins","2018","Dois Irmãos do Tocantins","2458","7627"
"170730","1707306","Tocantins","2018","Dueré","1955","6140"
"170740","1707405","Tocantins","2018","Esperantina","2729","6623"
"170755","1707553","Tocantins","2018","Fátima","1571","6324"
"170765","1707652","Tocantins","2018","Figueirópolis","2799","921"
"170770","1707702","Tocantins","2018","Filadélfia","2958","8491"
"170820","1708205","Tocantins","2018","Formoso do Araguaia","8096","5918"
"170825","1708254","Tocantins","2018","Fortaleza do Tabocão","998","11250"
"170830","1708304","Tocantins","2018","Goianorte","2167","5588"
"170900","1709005","Tocantins","2018","Goiatins","4108","8361"
"170930","1709302","Tocantins","2018","Guaraí","12016","6150"
"170950","1709500","Tocantins","2018","Gurupi","41080","7784"
"170980","1709807","Tocantins","2018","Ipueiras","617","8500"
"171050","1710508","Tocantins","2018","Itacajá","2329","8623"
"171070","1710706","Tocantins","2018","Itaguatins","1779","6571"
"171090","1710904","Tocantins","2018","Itapiratins","1994","9048"
"171110","1711100","Tocantins","2018","Itaporã do Tocantins","1185","8158"
"171150","1711506","Tocantins","2018","Jaú do Tocantins","1568","8929"
"171180","1711803","Tocantins","2018","Juarina","877","8333"
"171190","1711902","Tocantins","2018","Lagoa da Confusão","4432","7941"
"171195","1711951","Tocantins","2018","Lagoa do Tocantins","1283","11702"
"171200","1712009","Tocantins","2018","Lajeado","1284","6066"
"171215","1712157","Tocantins","2018","Lavandeira","807","13000"
"171240","1712405","Tocantins","2018","Lizarda","1023","10455"
"171245","1712454","Tocantins","2018","Luzinópolis","1066","13235"
"171250","1712504","Tocantins","2018","Marianópolis do Tocantins","2160","7385"
"171270","1712702","Tocantins","2018","Mateiros","1086","8421"
"171280","1712801","Tocantins","2018","Maurilândia do Tocantins","898","7381"
"171320","1713205","Tocantins","2018","Miracema do Tocantins","8888","8723"
"171330","1713304","Tocantins","2018","Miranorte","5875","8957"
"171360","1713601","Tocantins","2018","Monte do Carmo","2328","6992"
"171370","1713700","Tocantins","2018","Monte Santo do Tocantins","798","9167"
"171380","1713809","Tocantins","2018","Palmeiras do Tocantins","2252","7632"
"171395","1713957","Tocantins","2018","Muricilândia","921","4138"
"171420","1714203","Tocantins","2018","Natividade","3544","11376"
"171430","1714302","Tocantins","2018","Nazaré","1565","8714"
"171488","1714880","Tocantins","2018","Nova Olinda","4325","8624"
"171500","1715002","Tocantins","2018","Nova Rosalândia","1262","10189"
"171510","1715101","Tocantins","2018","Novo Acordo","1527","8333"
"171515","1715150","Tocantins","2018","Novo Alegre","1058","8333"
"171525","1715259","Tocantins","2018","Novo Jardim","1071","7353"
"171550","1715507","Tocantins","2018","Oliveira de Fátima","356","10000"
"171570","1715705","Tocantins","2018","Palmeirante","2010","8429"
"171575","1715754","Tocantins","2018","Palmeirópolis","3605","13521"
"171610","1716109","Tocantins","2018","Paraíso do Tocantins","24038","6686"
"171620","1716208","Tocantins","2018","Paranã","3723","9790"
"171630","1716307","Tocantins","2018","Pau D'Arco","2109","10000"
"171650","1716505","Tocantins","2018","Pedro Afonso","5606","6105"
"171660","1716604","Tocantins","2018","Peixe","4638","7120"
"171665","1716653","Tocantins","2018","Pequizeiro","2145","8772"
"171670","1716703","Tocantins","2018","Colméia","3958","9712"
"171700","1717008","Tocantins","2018","Pindorama do Tocantins","1763","9123"
"171720","1717206","Tocantins","2018","Piraquê","1193","4681"
"171750","1717503","Tocantins","2018","Pium","3184","8261"
"171780","1717800","Tocantins","2018","Ponte Alta do Bom Jesus","1256","10000"
"171790","1717909","Tocantins","2018","Ponte Alta do Tocantins","2574","8087"
"171800","1718006","Tocantins","2018","Porto Alegre do Tocantins","1146","11316"
"171820","1718204","Tocantins","2018","Porto Nacional","24572","7090"
"171830","1718303","Tocantins","2018","Praia Norte","2436","7048"
"171840","1718402","Tocantins","2018","Presidente Kennedy","1536","9756"
"171845","1718451","Tocantins","2018","Pugmil","1084","13125"
"171850","1718501","Tocantins","2018","Recursolândia","844","1132"
"171855","1718550","Tocantins","2018","Riachinho","884","12373"
"171865","1718659","Tocantins","2018","Rio da Conceição","613","7105"
"171870","1718709","Tocantins","2018","Rio dos Bois","1070","9762"
"171875","1718758","Tocantins","2018","Rio Sono","2171","8060"
"171880","1718808","Tocantins","2018","Sampaio","1408","8590"
"171884","1718840","Tocantins","2018","Sandolândia","1641","7692"
"171886","1718865","Tocantins","2018","Santa Fé do Araguaia","2524","9200"
"171888","1718881","Tocantins","2018","Santa Maria do Tocantins","1178","9756"
"171889","1718899","Tocantins","2018","Santa Rita do Tocantins","793","10000"
"171890","1718907","Tocantins","2018","Santa Rosa do Tocantins","1804","7000"
"171900","1719004","Tocantins","2018","Santa Tereza do Tocantins","1114","3175"
"172000","1720002","Tocantins","2018","Santa Terezinha do Tocantins","975","8750"
"172010","1720101","Tocantins","2018","São Bento do Tocantins","1803","8378"
"172015","1720150","Tocantins","2018","São Félix do Tocantins","307","12000"
"172020","1720200","Tocantins","2018","São Miguel do Tocantins","3817","9345"
"172025","1720259","Tocantins","2018","São Salvador do Tocantins","855","8333"
"172030","1720309","Tocantins","2018","São Sebastião do Tocantins","1162","10000"
"172049","1720499","Tocantins","2018","São Valério","1641","7500"
"172065","1720655","Tocantins","2018","Silvanópolis","2169","9146"
"172080","1720804","Tocantins","2018","Sítio Novo do Tocantins","3307","12612"
"172085","1720853","Tocantins","2018","Sucupira","774","7619"
"172090","1720903","Tocantins","2018","Taguatinga","5958","6535"
"172093","1720937","Tocantins","2018","Taipas do Tocantins","746","3750"
"172097","1720978","Tocantins","2018","Talismã","1461","11429"
"172100","1721000","Tocantins","2018","Palmas","127994","6667"
"172110","1721109","Tocantins","2018","Tocantínia","1961","10159"
"172120","1721208","Tocantins","2018","Tocantinópolis","9415","8770"
"172125","1721257","Tocantins","2018","Tupirama","637","10417"
"172130","1721307","Tocantins","2018","Tupiratins","1038","5714"
"172208","1722081","Tocantins","2018","Wanderlândia","4352","5969"
"172210","1722107","Tocantins","2018","Xambioá","4918","6444"
